,Unnamed: 0,id,etat_panneau,irradiance,temp_amb,temp_module,wind_speed,wind_dir,humidity,rain,dc_power,voltage,current,ac_power,PR,eff_module,eff_global,onduleur_state,alarms,stops,aux_power,prod_jour,prod_mois,prod_an,disponibility,p50,p90,revenus,day
2019,2019,19,usé,792.19,17.28,27.99,3.15,72.5,81.9,0.0,133.386,630.91,0.22,127.6614,0.86,0.182,0.15652,ok,0,1,48.3,638.3258,19149.774,229797.288,0.9,722.57,623.31,63.83258,11
2020,2020,20,sain,858.59,26.07,41.41,1.56,330.5,61.9,0.5,177.52,600.27,0.3,154.665,1.0,0.1449,0.1449,ok,0,1,55.38,859.25,25777.5,309330.0,0.95,914.47,823.66,85.92500000000001,11
2021,2021,21,sain,668.66,28.72,43.63,5.01,273.9,88.9,0.5,127.74,576.46,0.22,106.065,0.88,0.1818,0.159984,ok,0,1,63.44,589.25,17677.5,212130.0,0.95,602.41,537.75,58.925,11
2022,2022,22,usé,848.69,29.36,46.3,3.06,113.4,49.6,0.0,122.0384,627.77,0.22,105.50232,0.78,0.1521,0.118638,ok,0,0,41.01,586.1328,17583.984,211007.808,0.9,691.17,642.87,58.61328,11
2023,2023,23,sain,664.99,30.71,46.51,3.41,12.9,60.0,0.5,128.57,590.21,0.22,110.7,0.92,0.1602,0.147384,ok,0,1,49.91,614.98,18449.4,221392.8,0.98,637.06,581.22,61.498000000000005,11
2024,2024,24,sain,999.04,27.84,40.56,4.63,206.4,82.2,0.0,167.2272,602.98,0.33,136.28412000000003,0.9,0.1611,0.14499,ok,0,2,34.81,757.134,22714.02,272568.24,0.99,975.28,858.55,75.71340000000001,11
2025,2025,25,sain,590.65,18.98,32.97,4.99,267.2,28.5,0.5,111.22,598.83,0.19,105.52,0.89,0.183,0.16287,ok,0,1,42.0,527.62,15828.6,189943.2,0.96,577.49,478.85,52.762,11
2026,2026,26,sain,740.07,27.41,41.38,0.4,237.1,81.3,1.0,165.21,595.57,0.28,138.08700000000002,1.0,0.1611,0.1611,ok,0,0,37.27,767.15,23014.5,276174.0,0.95,769.02,694.51,76.715,11
2027,2027,27,sain,671.48,25.86,32.92,3.47,244.3,87.1,0.0,108.4122,603.23,0.23,103.0536,0.98,0.183,0.17934,ok,0,0,37.54,515.2602,15457.806000000002,185493.672,0.99,682.14,652.38,51.52602000000001,11
2028,2028,28,panne,749.34,24.22,44.86,4.11,65.4,82.5,0.0,16.742800000000003,618.67,0.04,0.67032,0.01,0.1665,0.001665,defaut,1,11,56.19,3.7088,111.264,1335.168,0.67,4.92,4.64,0.37088,11
2029,2029,29,panne,847.64,27.78,38.63,3.69,2.4,75.2,0.0,36.4376,610.75,0.08,6.0162,0.05,0.171,0.00855,defaut,1,11,48.66,30.0884,902.652,10831.824,0.74,43.01,38.83,3.00884,11
2030,2030,30,usé,828.99,27.09,50.08,2.76,241.3,88.0,0.0,148.65,571.376428469203,0.2222137752306861,127.575,0.85,0.1638,0.13923,ok,0,2,43.58,708.77,21263.1,255157.2,0.82,738.06,686.92,70.877,11
2031,2031,31,sain,1030.72,18.42,38.83,2.31,315.4,22.8,2.0,215.32,521.9179789713215,0.3179949098427305,202.7,0.9702,0.178,0.1726955999999999,ok,0,2,38.43,1013.52,30405.6,364867.2,1.0,1050.67,978.29,101.352,11
2032,2032,32,usé,851.35,26.99,43.42,1.93,86.8,54.8,0.0,135.62,593.6989685473519,0.212539091158293,112.365,0.7153999999999999,0.1728,0.1236211199999999,ok,0,2,40.36,624.27,18728.1,224737.2,0.91,632.91,594.66,62.427,11
2033,2033,33,usé,799.81,28.09,40.12,2.68,34.5,36.2,0.0,134.13,623.9354773648131,0.2282437728970051,110.691,0.7469,0.1683,0.12570327,ok,0,0,57.17,614.97,18449.1,221389.2,0.9,633.29,606.95,61.49700000000001,11
2034,2034,34,sain,930.75,27.66,31.03,4.6,145.5,58.8,0.5,183.87,525.9697204350125,0.3351569708714962,169.76,0.8736,0.189,0.1651104,ok,0,1,37.52,848.8,25464.0,305568.0,0.97,933.09,812.32,84.88,11
2035,2035,35,sain,915.73,26.85,38.77,0.0,214.7,65.5,2.0,189.53,638.765210236452,0.3029668512291277,179.88,0.931,0.186,0.173166,ok,0,1,52.6,899.41,26982.3,323787.6,0.97,971.34,865.2,89.941,11
2036,2036,36,sain,570.87,31.7,53.61,3.2,349.0,83.6,0.0,107.93,684.334563159517,0.1792583487220417,90.648,0.8271999999999999,0.1458,0.12060576,ok,0,2,60.6,503.58,15107.4,181288.8,0.99,547.98,494.47,50.358,11
2037,2037,37,sain,853.36,30.18,59.28,2.6,203.3,52.6,0.0,167.02,608.2869361784068,0.3092514489178815,138.14100000000002,0.837,0.1458,0.1220346,ok,0,0,48.79,767.44,23023.2,276278.4,0.99,774.8,733.02,76.74400000000001,11
2038,2038,38,sain,558.93,19.58,43.74,1.25,35.1,59.7,0.0,113.41,594.6572005795109,0.1893431896201016,93.051,0.8464,0.1665,0.1409256,ok,0,1,56.28,516.93,15507.899999999998,186094.8,0.98,557.54,513.97,51.693,11
2039,2039,39,usé,924.3,28.76,43.54,1.62,231.5,40.1,0.0,143.26,641.8674382545664,0.2562430306748328,121.54500000000002,0.6643,0.1638,0.10881234,ok,1,2,34.98,675.27,20258.1,243097.2,0.92,722.87,654.16,67.527,11
2040,2040,40,sain,798.88,20.24,38.53,2.76,15.8,31.6,2.0,154.89,598.9362496245916,0.2611976465596434,147.18,0.8280000000000001,0.174,0.144072,ok,0,2,56.1,735.9,22077.0,264924.0,0.96,797.99,728.28,73.59,11
2041,2041,41,sain,580.76,28.13,50.22,0.0,321.4,53.0,0.0,129.99,570.8155817086275,0.2107886195378979,108.171,0.89,0.153,0.13617,ok,0,1,54.78,600.97,18029.1,216349.2,0.97,621.92,549.17,60.09700000000001,11
2042,2042,42,sain,857.72,25.96,50.97,2.43,280.7,38.0,0.5,163.62,579.6743698792955,0.2619755952453171,134.019,0.7656,0.1638,0.1254052799999999,ok,0,0,54.22,744.55,22336.5,268038.0,1.0,772.98,743.53,74.455,11
2043,2043,43,usé,617.36,16.62,27.47,2.56,77.4,39.3,0.0,86.53,545.5926540715784,0.1388959761557623,79.26,0.5568,0.163,0.0907584,ok,1,2,56.61,396.3,11889.0,142668.0,0.81,416.93,382.04,39.63,11
2044,2044,44,sain,907.55,26.89,36.76,1.84,139.9,57.0,0.5,179.11,593.94,0.3,170.91,0.94,0.184,0.1729599999999999,ok,0,1,57.42,854.54,25636.2,307634.4,0.99,861.93,837.67,85.45400000000001,11
2045,2045,45,sain,1018.5,25.64,33.06,1.77,31.3,28.1,0.5,204.67,589.09,0.35,184.52,0.91,0.202,0.18382,ok,0,0,44.46,922.61,27678.3,332139.6,0.96,954.22,877.0,92.261,11
2046,2046,46,panne,515.65,28.61,36.79,5.85,210.0,73.1,0.0,12.61,587.14,0.02,1.05,0.01,0.186,0.00186,defaut,1,14,60.7,5.25,157.5,1890.0,0.67,5.52,4.73,0.525,11
2047,2047,47,sain,850.67,25.63,47.61,5.13,308.8,69.3,0.0,165.25,601.58,0.27,135.144,0.88,0.1683,0.148104,ok,0,0,69.62,750.8,22524.0,270288.0,0.96,790.26,693.39,75.08,11
2048,2048,48,panne,753.84,16.46,31.93,3.55,354.9,73.1,2.0,30.28,620.15,0.05,2.7,0.02,0.186,0.00372,defaut,1,8,47.57,13.5,405.0,4860.0,0.65,14.6,12.34,1.35,11
2049,2049,49,sain,704.69,23.64,33.07,3.71,345.4,63.0,0.0,137.22,592.95,0.23,123.83,0.88,0.171,0.15048,ok,0,1,50.28,619.15,18574.5,222894.0,0.97,664.56,618.06,61.915,11
2050,2050,50,sain,907.69,31.37,46.12,2.46,312.6,61.2,0.0,187.61,584.48,0.32,160.614,0.98,0.1566,0.153468,ok,0,1,67.28,892.31,26769.3,321231.6,0.96,898.84,809.06,89.231,11
2051,2051,51,usé,845.2,26.68,39.32,3.26,280.3,43.9,0.0,124.12,603.51,0.21,118.95,0.7,0.179,0.1253,ok,1,2,31.37,594.77,17843.1,214117.2,0.86,607.39,565.97,59.477,11
2052,2052,52,sain,736.96,26.05,38.49,6.48,359.8,75.2,1.0,154.87,574.94,0.27,146.29,0.99,0.168,0.16632,ok,0,2,54.43,731.45,21943.5,263322.0,0.99,796.17,660.15,73.14500000000001,11
2053,2053,53,panne,857.77,25.18,40.18,4.02,184.8,26.4,0.0,28.67,569.41,0.05,0.108,0.0,0.1566,0.0,defaut,1,6,43.9,0.58,17.4,208.8,0.66,0.62,0.55,0.0579999999999999,11
2054,2054,54,sain,959.39,32.36,36.26,3.66,292.7,71.9,0.0,199.83,583.05,0.34,184.72,0.96,0.184,0.17664,ok,0,2,51.73,923.59,27707.7,332492.4,0.98,962.32,866.44,92.359,11
2055,2055,55,usé,833.08,18.2,32.47,3.24,57.3,28.1,0.0,113.07,588.28,0.19,101.79,0.61,0.187,0.1140699999999999,ok,0,0,50.96,508.97,15269.1,183229.2,0.8,545.18,472.94,50.897000000000006,11
2056,2056,56,panne,595.3,16.5,29.66,1.49,155.2,51.7,0.0,20.86,591.77,0.04,2.31,0.02,0.179,0.00358,defaut,1,15,58.18,11.56,346.8,4161.6,0.7,12.27,10.52,1.156,11
2057,2057,57,panne,893.7,27.91,36.45,4.02,63.0,55.2,0.0,32.61,584.78,0.06,3.52,0.02,0.182,0.00364,defaut,1,17,50.28,17.58,527.4,6328.799999999999,0.74,19.09,16.65,1.758,11
2058,2058,58,sain,907.79,17.66,29.73,4.08,286.8,73.4,0.0,177.53,600.9152953709065,0.2675661260477289,165.71,0.91,0.19,0.1729,ok,0,2,48.47,828.57,24857.1,298285.2,0.98,877.36,805.04,82.85700000000001,11
2059,2059,59,sain,716.6,25.54,42.21,3.28,130.0,64.6,0.0,136.83,578.9081741523823,0.225882808087144,115.164,0.8811,0.1611,0.14194521,ok,0,2,50.25,639.81,19194.3,230331.6,0.96,688.33,606.2,63.981,11
2060,2060,60,sain,818.59,16.67,32.88,3.51,356.5,75.0,0.0,167.41,622.5576834974144,0.2912501902713004,158.67,0.9506,0.181,0.1720586,ok,0,1,43.23,793.36,23800.8,285609.6,0.98,836.11,747.03,79.33600000000001,11
2061,2061,61,sain,776.54,24.01,40.4,3.23,326.8,26.9,0.0,141.1,625.6450542169051,0.2606492379739918,120.555,0.8341999999999999,0.1485,0.1238787,ok,0,0,58.54,669.73,20091.9,241102.8,0.99,697.04,640.85,66.973,11
2062,2062,62,sain,843.76,34.38,59.28,1.35,189.8,30.5,0.0,163.37,534.6758201506445,0.2606494587847214,138.231,0.8736,0.1583999999999999,0.1383782399999999,ok,0,2,43.34,767.95,23038.5,276462.0,0.99,769.73,707.99,76.795,11
2063,2063,63,sain,1000.86,28.5,50.26,2.47,80.8,45.4,0.0,196.84,621.7977023347132,0.3262852394921587,163.638,0.8644999999999999,0.1683,0.14549535,ok,0,0,47.5,909.12,27273.6,327283.19999999995,1.0,967.88,842.69,90.912,11
2064,2064,64,sain,936.89,29.52,42.39,3.27,310.7,63.0,0.0,195.18,556.0429273523878,0.3128310250039007,161.43300000000002,0.9024,0.1449,0.1307577599999999,ok,0,1,51.9,896.83,26904.9,322858.80000000005,0.95,901.25,830.27,89.683,11
2065,2065,65,usé,636.6,22.33,42.95,0.05,163.1,24.1,0.0,108.15,599.3967572647603,0.1842722737961688,88.938,0.7253999999999999,0.1602,0.1162090799999999,ok,0,1,59.48,494.09,14822.7,177872.4,0.9,514.32,449.84,49.409,11
2066,2066,66,sain,799.51,26.65,41.27,2.56,135.6,48.2,0.0,147.94,615.0322782712868,0.2384269601917472,125.766,0.8004,0.1692,0.13542768,ok,0,0,33.13,698.71,20961.300000000003,251535.60000000003,0.99,760.06,635.88,69.87100000000001,11
2067,2067,67,sain,456.61,24.08,41.2,2.78,179.8,35.2,2.0,83.2,578.4857894108404,0.118099112131991,71.47800000000001,0.7917000000000001,0.171,0.1353807,ok,0,1,52.82,397.11,11913.3,142959.6,1.0,427.46,378.13,39.711000000000006,11
2068,2068,68,sain,676.03,29.41,50.97,3.73,98.6,63.9,2.0,136.66,655.4847259244207,0.2302112669072533,115.938,0.855,0.1701,0.1454355,ok,0,0,40.62,644.08,19322.4,231868.8,0.96,700.96,597.5,64.408,11
2069,2069,69,usé,650.64,29.17,44.12,4.27,191.2,44.0,0.0,127.55,587.8818233940545,0.2036474925155083,108.432,0.8277000000000001,0.1908,0.15792516,ok,1,0,52.62,602.38,18071.4,216856.8,0.87,630.23,583.26,60.238,11
2070,2070,70,panne,875.5,29.12,37.68,1.83,262.1,40.2,0.0,27.58,559.1247834531964,0.0486652494040661,0.24,0.0,0.173,0.0,defaut,1,8,64.96,1.21,36.3,435.6,0.62,1.29,1.15,0.121,11
2071,2071,71,sain,583.52,19.73,38.6,2.11,316.5,35.0,0.0,117.51,589.7907938738584,0.1798373520927479,105.93,0.7917000000000001,0.199,0.1575483,ok,0,0,36.24,529.63,15888.9,190666.8,0.96,547.13,478.91,52.963,11
2072,2072,72,sain,740.07,24.25,46.07,3.46,108.9,76.3,0.0,145.68,585.29,0.25,124.254,0.93,0.1692,0.157356,ok,0,2,44.93,690.29,20708.7,248504.4,0.95,743.54,678.08,69.029,11
2073,2073,73,sain,578.42,21.48,44.55,1.81,176.4,57.3,0.0,119.14,602.64,0.2,97.722,0.94,0.1656,0.155664,ok,0,1,53.43,542.88,16286.4,195436.8,0.98,589.63,535.86,54.288,11
2074,2074,74,usé,705.72,18.8,33.21,4.94,16.5,52.3,0.0,115.03,570.87,0.2,106.75,0.76,0.169,0.12844,ok,0,2,33.36,533.76,16012.8,192153.6,0.84,559.0,485.1,53.376000000000005,11
2075,2075,75,sain,879.2,21.77,38.63,1.1,249.9,47.1,0.0,177.67,615.35,0.29,160.46,0.91,0.177,0.16107,ok,0,2,48.07,802.28,24068.4,288820.8,0.97,818.77,793.54,80.22800000000001,11
2076,2076,76,sain,952.61,25.69,48.09,4.96,249.6,84.4,1.0,188.34,625.9,0.3,155.709,0.91,0.144,0.13104,ok,0,1,52.61,865.06,25951.8,311421.6,1.0,915.3,784.05,86.506,11
2077,2077,77,sain,1009.23,25.76,45.37,2.93,90.4,87.5,0.0,202.35,629.46,0.32,174.681,0.96,0.1665,0.15984,ok,0,0,43.19,970.45,29113.5,349362.0,0.98,1000.34,938.77,97.04500000000002,11
2078,2078,78,sain,834.63,20.68,30.25,1.83,110.2,42.5,0.0,172.34,576.3,0.3,160.09,0.96,0.164,0.15744,ok,0,0,35.58,800.44,24013.2,288158.4,0.99,834.81,781.88,80.04400000000001,11
2079,2079,79,panne,801.46,30.58,38.95,1.41,193.5,54.4,0.5,42.49,619.1,0.07,4.56,0.03,0.186,0.00558,defaut,1,6,42.98,22.8,684.0,8208.0,0.72,24.33,21.02,2.28,11
2080,2080,80,sain,709.9,21.61,34.04,0.84,87.1,44.2,0.0,144.47,620.93,0.23,136.74,0.96,0.17,0.1632,ok,0,0,37.28,683.7,20511.0,246132.0,0.95,722.93,615.4,68.37,11
2081,2081,81,usé,795.87,26.4,40.37,2.8,174.1,76.7,0.0,142.38,598.57,0.24,123.327,0.86,0.1467,0.126162,ok,1,0,76.0,685.16,20554.8,246657.6,0.91,695.18,634.77,68.516,11
2082,2082,82,sain,470.74,27.21,48.53,0.51,136.5,51.9,0.0,87.95,586.44,0.15,72.414,0.85,0.1737,0.147645,ok,0,0,59.64,402.28,12068.4,144820.8,0.96,410.62,384.89,40.228,11
2083,2083,83,sain,851.98,20.99,42.16,3.66,160.9,57.8,2.0,172.42,597.95,0.29,142.53300000000002,0.93,0.1782,0.165726,ok,0,1,48.84,791.85,23755.5,285066.0,0.97,810.72,730.33,79.185,11
2084,2084,84,panne,595.46,29.64,33.89,4.08,103.4,63.1,1.0,24.73,615.2,0.04,3.04,0.03,0.185,0.0055499999999999,defaut,1,11,42.17,15.21,456.3,5475.6,0.7,16.32,15.04,1.521,11
2085,2085,85,sain,515.89,32.72,49.96,1.06,102.0,56.7,0.0,106.46,634.67,0.17,87.399,0.94,0.1701,0.1598939999999999,ok,0,1,48.93,485.55,14566.5,174798.0,0.96,503.14,451.22,48.55500000000001,11
2086,2086,86,sain,707.51,17.64,38.47,5.17,162.1,66.5,0.0,153.6,606.78,0.25,139.17,0.98,0.168,0.16464,ok,0,1,49.48,695.85,20875.5,250506.0,1.0,760.65,626.44,69.58500000000001,11
2087,2087,87,panne,919.77,23.17,42.61,1.0,198.1,26.8,0.0,48.36,625.25,0.08,7.812,0.05,0.1683,0.008415,defaut,1,14,60.24,43.38,1301.4,15616.8,0.7,45.08,41.14,4.338,11
2088,2088,88,sain,824.39,13.2,20.19,4.48,204.2,65.0,0.0,178.8,612.73,0.29,166.35,1.0,0.172,0.172,ok,0,1,51.59,831.73,24951.9,299422.80000000005,0.97,842.59,753.7,83.173,11
2089,2089,89,sain,797.63,19.82,33.43,1.91,170.7,28.2,2.0,140.29,577.78,0.24,134.86,0.85,0.188,0.1598,ok,0,0,54.78,674.3,20229.0,242748.0,0.98,726.57,619.29,67.42999999999999,11
2090,2090,90,sain,783.75,18.79,39.16,4.24,46.7,83.1,1.0,151.01,614.01,0.25,143.12,0.91,0.18,0.1638,ok,0,2,32.17,715.6,21468.0,257616.0,0.95,776.29,714.84,71.56,11
2091,2091,91,usé,791.73,26.22,47.52,2.65,321.3,42.5,0.0,144.08,596.45,0.24,121.05,0.85,0.1737,0.147645,ok,0,1,59.09,672.49,20174.7,242096.4,0.93,737.82,662.12,67.24900000000001,11
2092,2092,92,panne,676.38,29.38,42.23,5.89,255.1,55.6,0.5,32.38,609.51,0.05,3.447,0.03,0.1575,0.004725,defaut,1,14,55.49,19.15,574.5,6894.0,0.62,20.17,17.92,1.915,11
2093,2093,93,usé,724.98,31.76,41.31,0.57,206.7,74.6,0.5,123.77,630.69,0.2,103.455,0.79,0.1548,0.122292,ok,0,1,59.32,574.75,17242.5,206910.0,0.95,627.14,536.01,57.475,11
2094,2094,94,sain,919.69,21.2,33.96,5.72,51.3,25.5,0.0,163.11,572.67,0.28,157.3,0.86,0.187,0.16082,ok,0,0,56.14,786.49,23594.7,283136.4,0.96,843.85,766.17,78.649,11
2095,2095,95,sain,902.25,31.8,42.01,3.17,149.0,70.3,0.0,171.22,601.4,0.28,141.489,0.87,0.1512,0.131544,ok,0,2,32.59,786.03,23580.9,282970.8,0.96,814.7,737.94,78.60300000000001,11
2096,2096,96,usé,747.35,27.84,46.3,4.33,283.2,71.8,0.5,146.26,621.17,0.24,120.537,0.9,0.1674,0.15066,ok,0,1,43.6,669.65,20089.5,241074.0,0.94,723.01,604.51,66.965,11
2097,2097,97,sain,917.79,22.52,28.68,1.5,313.1,41.4,1.0,183.45,585.63,0.31,170.21,0.93,0.19,0.1767,ok,0,2,50.04,851.07,25532.1,306385.2,0.99,890.56,806.64,85.10700000000001,11
2098,2098,98,usé,919.7,29.42,43.14,1.88,266.4,75.9,0.5,129.35,618.49,0.21,105.21,0.64,0.1737,0.111168,ok,0,1,36.98,584.5,17535.0,210420.0,0.94,611.25,552.63,58.45,11
2099,2099,99,panne,966.32,24.9,37.4,0.45,187.2,27.0,0.0,41.26,616.71,0.07,4.98,0.03,0.193,0.00579,defaut,1,14,42.98,24.89,746.7,8960.400000000001,0.75,27.24,23.5,2.4890000000000003,11
2100,2100,100,sain,542.18,18.14,32.33,1.37,106.6,29.8,0.0,119.3,559.3910719129409,0.2031300255947806,108.09,1.0,0.18,0.18,ok,0,0,55.33,540.43,16212.899999999998,194554.8,0.95,555.41,504.03,54.043,11
2101,2101,101,usé,547.71,17.85,31.98,2.87,25.8,74.1,0.0,84.37799999999999,645.071924336264,0.1429952330848644,80.654,0.7424999999999999,0.197,0.1462725,ok,0,0,48.83,403.2602,12097.806,145173.67200000002,0.82,451.81,381.96,40.32602,11
2102,2102,102,sain,918.98,18.28,30.9,6.07,298.1,88.3,0.0,186.8064,592.7378093191827,0.3268774683745493,176.08319999999998,0.98,0.188,0.18424,ok,0,1,58.22,880.4064,26412.192,316946.304,0.96,966.14,903.08,88.04064,11
2103,2103,103,sain,769.72,24.15,33.38,4.6,268.2,86.9,0.0,152.797,600.0512806523732,0.2846012680319547,139.51479999999998,0.9312,0.175,0.1629599999999999,ok,0,0,57.3,697.5928,20927.784,251133.408,0.97,772.53,696.68,69.75928,11
2104,2104,104,sain,762.96,23.02,38.27,2.62,36.4,66.6,1.0,154.16,628.0634795844352,0.2545240231741105,140.79,0.8832,0.188,0.1660416,ok,0,2,57.66,703.93,21117.9,253414.8,0.98,712.84,650.8,70.393,11
2105,2105,105,sain,624.19,21.29,31.94,4.4,101.5,62.9,0.0,113.787,646.6983093354804,0.2238669473830457,103.437,0.874,0.168,0.146832,ok,0,1,45.69,517.176,15515.28,186183.36,0.97,617.69,561.31,51.7176,11
2106,2106,106,panne,767.78,18.18,24.5,1.19,281.9,49.3,0.0,34.9184,576.4084816982038,0.0688002484719746,5.4472000000000005,0.0376,0.177,0.0066552,defaut,1,18,58.38,27.2184,816.552,9798.624,0.62,32.56,30.17,2.7218400000000003,11
2107,2107,107,sain,829.46,34.4,44.77,2.01,139.7,63.4,0.0,141.126,534.8649921096711,0.2593239905641598,115.713,0.837,0.1539,0.1288143,ok,0,1,52.35,642.8414,19285.242,231422.90400000004,0.98,812.72,716.08,64.28414000000001,11
2108,2108,108,sain,740.69,25.06,42.62,4.8,322.3,85.3,0.5,143.88,647.0797365250083,0.2422730577905778,116.973,0.8096,0.1656,0.1340697599999999,ok,0,2,52.27,649.84,19495.2,233942.4,0.97,705.54,600.03,64.98400000000001,11
2109,2109,109,sain,780.71,28.77,46.21,0.75,156.8,62.9,0.0,118.4572,578.1165681575454,0.2458563978487843,103.29048000000002,0.8190000000000001,0.153,0.125307,ok,0,1,61.7,573.8196,17214.588,206575.056,0.97,748.81,645.68,57.38196000000001,11
2110,2110,110,sain,692.71,19.99,39.52,4.28,142.0,87.0,0.0,104.81600000000002,593.3200476926243,0.2428178131126398,97.656,0.792,0.192,0.152064,ok,0,0,46.75,488.26400000000007,14647.920000000002,175775.04000000004,1.0,660.82,603.23,48.82640000000001,11
2111,2111,111,sain,990.34,12.33,27.19,0.52,108.8,41.6,0.0,160.4772,598.6495941256126,0.3567090994806932,152.24040000000002,0.8811,0.195,0.1718145,ok,0,2,52.48,761.202,22836.06,274032.72000000003,0.97,1041.69,936.3,76.1202,11
2112,2112,112,sain,788.01,19.44,29.41,4.44,234.4,50.3,0.0,114.9272,611.8417508949182,0.2483607808724582,107.2588,0.792,0.188,0.148896,ok,0,0,49.04,536.3016,16089.048,193068.576,0.96,740.78,640.0,53.63016,11
2113,2113,113,sain,1023.26,25.55,49.68,5.3,44.7,65.7,0.0,150.9896,613.4443724898665,0.345929190198787,130.75578000000002,0.8351999999999999,0.1728,0.14432256,ok,0,0,63.42,726.4209999999999,21792.63,261511.56,0.97,990.91,927.18,72.6421,11
2114,2114,114,sain,932.86,27.33,36.12,2.78,7.8,31.7,0.0,173.59,616.18,0.28,158.86,0.85,0.181,0.15385,ok,0,0,51.32,794.3,23829.0,285948.0,0.97,869.05,777.9,79.43,11
2115,2115,115,usé,601.97,30.5,52.13,2.56,174.8,49.4,0.0,105.05,573.8,0.18,88.839,0.82,0.1611,0.132102,ok,1,1,44.61,493.56,14806.8,177681.59999999998,0.9,514.97,454.2,49.356,11
2116,2116,116,sain,701.38,42.64,64.4,4.92,52.5,56.9,0.0,154.64,591.2,0.26,128.169,1.0,0.1521,0.1521,ok,0,1,57.06,712.05,21361.5,256338.0,0.99,720.41,653.5,71.205,11
2117,2117,117,sain,735.2,28.3,38.82,3.78,166.8,79.9,0.0,149.11,622.99,0.24,135.74,0.92,0.189,0.17388,ok,0,0,52.42,678.68,20360.4,244324.8,0.96,739.4,654.81,67.868,11
2118,2118,118,sain,721.86,22.71,27.61,3.78,121.6,24.3,0.0,148.73,590.81,0.25,142.69,0.99,0.174,0.17226,ok,0,2,59.03,713.44,21403.2,256838.4,0.98,728.51,665.35,71.34400000000001,11
2119,2119,119,sain,784.38,24.63,49.29,3.09,342.4,81.9,0.0,154.42,576.92,0.27,132.714,0.94,0.1485,0.13959,ok,0,1,62.49,737.31,22119.3,265431.6,0.96,777.39,688.58,73.731,11
2120,2120,120,usé,614.62,26.25,47.08,4.2,358.4,55.4,0.5,113.33,619.16,0.18,97.866,0.88,0.1683,0.148104,ok,1,1,59.0,543.68,16310.399999999998,195724.8,0.81,564.53,535.73,54.368,11
2121,2121,121,sain,1033.94,16.56,37.22,2.8,130.6,44.8,0.0,197.7,602.72,0.33,188.56,0.91,0.155,0.14105,ok,0,2,39.91,942.82,28284.6,339415.2,0.98,948.79,905.86,94.282,11
2122,2122,122,sain,779.89,25.8,46.61,2.73,312.3,37.4,0.0,148.58,615.58,0.24,121.167,0.86,0.1674,0.1439639999999999,ok,0,0,64.65,673.16,20194.8,242337.6,0.97,677.88,660.6,67.316,11
2123,2123,123,sain,909.09,24.89,45.47,4.14,184.8,29.3,0.0,176.38,612.33,0.29,144.41400000000002,0.88,0.1665,0.14652,ok,0,2,52.98,802.32,24069.6,288835.2,0.99,810.83,795.27,80.23200000000001,11
2124,2124,124,panne,1020.93,27.85,42.92,6.09,117.4,29.2,0.0,38.63,625.65,0.06,2.511,0.01,0.1521,0.001521,defaut,1,8,51.98,13.93,417.9,5014.799999999999,0.71,15.13,12.61,1.393,11
2125,2125,125,sain,609.13,22.2,31.84,6.33,253.5,87.2,0.0,108.95,591.17,0.18,100.87,0.83,0.178,0.1477399999999999,ok,0,1,44.57,504.36,15130.8,181569.6,0.98,526.54,499.26,50.43600000000001,11
2126,2126,126,sain,698.9,30.5,44.09,2.23,116.0,82.1,0.0,133.74,628.5,0.21,115.065,0.91,0.1494,0.135954,ok,0,2,56.52,639.24,19177.2,230126.4,0.97,649.18,587.95,63.92400000000001,11
2127,2127,127,panne,751.33,32.54,44.48,1.27,1.6,47.6,0.0,27.91,614.55,0.05,1.305,0.01,0.1683,0.001683,defaut,1,13,28.01,7.27,218.1,2617.2,0.75,7.37,7.04,0.727,11
2128,2128,128,sain,936.84,25.36,44.2,3.53,101.1,60.2,0.5,211.97,589.83,0.36,181.84500000000003,1.0,0.1557,0.1557,ok,0,0,73.0,1010.24,30307.2,363686.4,0.97,1033.45,955.28,101.024,11
2129,2129,129,usé,836.3,22.04,31.75,4.98,166.2,59.5,1.0,147.72,619.66,0.24,142.54,0.85,0.188,0.1598,ok,1,1,62.63,712.69,21380.7,256568.4,0.83,759.99,679.63,71.269,11
2130,2130,130,panne,1101.21,18.83,35.95,2.37,199.9,86.9,0.0,22.65,588.77,0.04,0.59,0.0,0.166,0.0,defaut,1,19,60.43,2.96,88.8,1065.6,0.6,3.25,2.69,0.296,11
2131,2131,131,panne,676.36,17.35,40.03,4.81,257.1,44.3,0.0,16.63,637.29,0.03,0.855,0.01,0.1638,0.001638,defaut,1,18,71.86,4.73,141.9,1702.8000000000002,0.7,4.99,4.45,0.4730000000000001,11
2132,2132,132,sain,468.95,25.66,38.31,4.01,253.0,54.8,0.0,91.24,607.08,0.15,86.96,0.93,0.178,0.16554,ok,0,0,68.79,434.81,13044.3,156531.59999999998,0.98,449.76,420.57,43.481,11
2133,2133,133,sain,639.17,34.42,42.06,3.9,154.2,82.0,0.0,127.99,606.32,0.21,104.697,0.91,0.1602,0.145782,ok,0,0,41.27,581.66,17449.8,209397.6,0.95,609.08,556.62,58.166,11
2134,2134,134,sain,881.53,23.31,35.07,2.22,247.7,51.0,0.0,177.89,621.53,0.29,166.43,0.94,0.199,0.18706,ok,0,0,38.15,832.15,24964.5,299574.0,0.96,887.51,793.97,83.215,11
